Depth,Density,P_Slowness,Gamma_Ray,Porosity_Frac,P_Impedance,P_Impedance-rel
449.8848,2138.3845,-9999.0000,28.5897,0.3198,4510460.0000,-10979.8994
450.0372,2138.4000,-9999.0000,27.7831,0.3198,4510620.0000,-10979.9004
450.1896,2138.4000,-9999.0000,26.8689,0.3197,4510740.0000,-11095.1758
450.342,2138.4000,-9999.0000,26.5895,0.3197,4510850.0000,-12254.085
450.4944,2138.4207,-9999.0000,26.4091,0.3197,4510970.0000,-14733.1992
450.6468,2138.4792,-9999.0000,26.3500,0.3197,4511240.0000,-15508.9014
450.7992,2138.5000,-9999.0000,26.3500,0.3197,4511420.0000,-15508.8994
450.9516,2138.5000,-9999.0000,26.3500,0.3197,4511530.0000,-15508.9014
451.104,2138.5215,-9999.0000,26.3500,0.3197,4511650.0000,-15508.9004
451.2564,2138.5750,-9999.0000,26.3500,0.3197,4511900.0000,-15508.8994
451.4088,2138.6000,-9999.0000,26.2070,0.3196,4512100.0000,-15508.9014
451.5612,2138.6000,-9999.0000,25.8892,0.3196,4512210.0000,-15508.9014
451.7136,2138.6000,-9999.0000,25.5301,0.3196,4512330.0000,-15508.8994
451.866,2138.6265,-9999.0000,25.0636,0.3196,4512450.0000,-15508.9014
452.0184,2138.6782,-9999.0000,24.8500,0.3196,4512680.0000,-15508.8994
452.1708,2138.7000,-9999.0000,24.8500,0.3196,4512890.0000,-15508.8994
452.3232,2138.7000,-9999.0000,24.8500,0.3196,4513010.0000,-15508.8994
452.4756,2138.7251,-9999.0000,24.8500,0.3195,4513350.0000,-15508.9014
452.628,2138.7761,-9999.0000,24.8500,0.3195,4513570.0000,-15508.9004
452.7804,2138.8000,-9999.0000,24.8500,0.3195,4513690.0000,-15508.8994
452.9328,2138.8000,-9999.0000,24.8500,0.3195,4513800.0000,-15508.9014
453.0852,2138.8000,-9999.0000,25.0709,0.3195,4513920.0000,-15508.8994
453.2376,2138.8235,-9999.0000,25.5374,0.3195,4514130.0000,-15508.8994
453.39,2138.8760,-9999.0000,25.8220,0.3195,4514370.0000,-15508.9004
453.5424,2138.9000,-9999.0000,26.0519,0.3194,4514490.0000,-15508.9014
453.6948,2138.9000,-9999.0000,26.4216,0.3194,4514600.0000,-15508.8994
453.8472,2138.9258,-9999.0000,26.8166,0.3194,4514800.0000,-15508.9014
454,2138.9797,-9999.0000,27.0839,0.3194,4515050.0000,-15508.9014
454.152,2139.0000,-9999.0000,27.4226,0.3194,4515160.0000,-15508.9014
454.3044,2139.0000,-9999.0000,27.5500,0.3194,4515280.0000,-15508.9014
454.4568,2139.0000,-9999.0000,27.6731,0.3194,4515400.0000,-14493.5078
454.6092,2139.0217,-9999.0000,28.2122,0.3193,4515570.0000,-10257.2334
454.7616,2139.0823,-9999.0000,28.8823,0.3193,4515840.0000,-5378.0908
454.914,2139.1000,-9999.0000,29.0500,0.3193,4515960.0000,-4191.4502
455.0664,2139.1000,-9999.0000,28.8936,0.3193,4516080.0000,-4191.4502
455.2188,2139.1160,-9999.0000,28.2952,0.3193,4516240.0000,-4191.4502
455.3712,2139.1846,-9999.0000,28.1500,0.3193,4516530.0000,-4191.4502
455.5236,2139.2000,-9999.0000,28.3242,0.3193,4516640.0000,-4191.4497
455.676,2139.2000,-9999.0000,29.1917,0.3193,4516760.0000,-4191.4502
455.8284,2139.2000,-9999.0000,29.3500,0.3192,4516880.0000,-4191.4497
455.9808,2139.2087,-9999.0000,29.3121,0.3192,4517020.0000,-4191.4502
456.1332,2139.2900,-9999.0000,29.0125,0.3192,4517320.0000,-4191.4502
456.2856,2139.2998,-9999.0000,28.6980,0.3192,4517440.0000,-4191.4497
456.438,2139.3000,-9999.0000,28.3861,0.3192,4517560.0000,-4191.4502
456.5904,2139.3096,-9999.0000,28.0744,0.3192,4517690.0000,-4191.4497
456.7428,2139.3955,-9999.0000,27.7669,0.3192,4518000.0000,-4191.4502
456.8952,2139.4000,-9999.0000,27.5565,0.3191,4518120.0000,-4191.4502
457.0476,2139.4000,-9999.0000,27.5500,0.3191,4518240.0000,-4191.4502
457.2,2139.4000,-9999.0000,27.5500,0.3191,4518360.0000,-4191.4502
457.3524,2139.4014,-9999.0000,27.5500,0.3191,4518470.0000,-4191.4502
457.5048,2139.5000,-9999.0000,27.5500,0.3191,4518800.0000,-4191.4502
457.6572,2139.5000,-9999.0000,27.4403,0.3191,4518920.0000,-4191.4502
457.8096,2139.5000,-9999.0000,25.2574,0.3191,4519040.0000,-4191.4502
457.962,2139.5000,-9999.0000,25.1059,0.3190,4519160.0000,-4191.4502
458.1144,2139.5085,-9999.0000,24.5934,0.3190,4519270.0000,-4191.4502
458.2668,2139.5913,-9999.0000,24.5500,0.3190,4519580.0000,-4191.4497
458.4192,2139.6000,-9999.0000,24.5500,0.3190,4519720.0000,-4191.4502
458.5716,2139.6000,-9999.0000,24.5500,0.3190,4519840.0000,-4191.4502
458.724,2139.6128,-9999.0000,24.5903,0.3190,4519950.0000,-3564.1758
458.8764,2139.6833,-9999.0000,24.9410,0.3190,4520250.0000,121.9434
459.0288,2139.7002,-9999.0000,25.6220,0.3189,4520400.0000,2012.8075
459.1812,2139.7000,-9999.0000,25.7995,0.3189,4520520.0000,2267.21
459.3336,2139.7000,-9999.0000,26.0016,0.3189,4520630.0000,2267.21
459.486,2139.7192,-9999.0000,25.9953,0.3189,4520750.0000,2267.2097
459.6384,2139.7852,-9999.0000,25.7464,0.3189,4521030.0000,2267.21
459.7908,2139.8000,-9999.0000,25.5059,0.3189,4521200.0000,2267.21
459.9432,2139.8000,-9999.0000,25.4500,0.3189,4521320.0000,2267.21
460.0956,2139.8213,-9999.0000,25.5135,0.3189,4521430.0000,2267.21
460.248,2139.8796,-9999.0000,25.8839,0.3188,4521700.0000,2267.21
460.4004,2139.9000,-9999.0000,26.5257,0.3188,4521880.0000,2267.21
460.5528,2139.9000,-9999.0000,26.9531,0.3188,4522000.0000,2267.21
460.7052,2139.9000,-9999.0000,27.3229,0.3188,4522110.0000,2267.21
460.8576,2139.9231,-9999.0000,27.7547,0.3188,4522230.0000,2267.21
461.01,2139.9761,-9999.0000,27.9822,0.3188,4522480.0000,2267.21
461.1624,2140.0000,-9999.0000,28.0217,0.3188,4522680.0000,2267.21
461.3148,2140.0000,-9999.0000,28.0068,0.3187,4522800.0000,2267.21
461.4672,2140.0269,-9999.0000,27.9606,0.3187,4522920.0000,2267.21
461.6196,2140.0786,-9999.0000,27.9025,0.3187,4523150.0000,2267.21
461.772,2140.1000,-9999.0000,27.5627,0.3187,4523360.0000,2267.21
461.9244,2140.1000,-9999.0000,26.7903,0.3187,4523480.0000,2267.21
462.0768,2140.1000,-9999.0000,26.0452,0.3187,4523710.0000,2267.21
462.2292,2140.1265,-9999.0000,25.5949,0.3187,4523930.0000,2267.21
462.3816,2140.1770,-9999.0000,25.4500,0.3186,4524160.0000,2267.21
462.534,2140.2000,-9999.0000,25.5978,0.3186,4524280.0000,2267.21
462.6864,2140.1997,-9999.0000,26.4938,0.3186,4524400.0000,2267.21
462.8388,2140.2239,-9999.0000,28.0312,0.3186,4524600.0000,2267.21
462.9912,2140.2766,-9999.0000,28.9109,0.3186,4524840.0000,-650.7716
463.1436,2140.3000,-9999.0000,29.0500,0.3186,4524960.0000,-7206.896
463.296,2140.3000,-9999.0000,28.9117,0.3186,4525080.0000,-10078.8311
463.4484,2140.3000,-9999.0000,28.3789,0.3186,4525200.0000,-10110
463.6008,2140.3203,-9999.0000,27.4789,0.3185,4525380.0000,-10110
463.7532,2140.3779,-9999.0000,26.5370,0.3185,4525640.0000,-10110
463.9056,2140.4000,-9999.0000,26.1111,0.3185,4525760.0000,-10110
464.058,2140.4000,-9999.0000,26.0500,0.3185,4525880.0000,-10110
464.2104,2140.4219,-9999.0000,26.1084,0.3185,4526050.0000,-10110
464.3628,2140.4827,-9999.0000,26.2953,0.3185,4526330.0000,-10110
464.5152,2140.5000,-9999.0000,26.3500,0.3185,4526440.0000,-10110
464.6676,2140.5000,-9999.0000,26.2992,0.3184,4526560.0000,-10110
464.82,2140.5000,-9999.0000,25.8570,0.3184,4526680.0000,-10110
464.9724,2140.5164,-9999.0000,24.7707,0.3184,4526830.0000,-10110
465.1248,2140.5867,-9999.0000,24.5080,0.3184,4527120.0000,-10110
465.2772,2140.6000,-9999.0000,24.2879,0.3184,4527240.0000,-10110
465.4296,2140.6000,-9999.0000,24.2500,0.3184,4527360.0000,-10110
465.582,2140.6000,-9999.0000,24.2500,0.3184,4527480.0000,-10110
465.7344,2140.6091,-9999.0000,24.2500,0.3183,4527620.0000,-10110
465.8868,2140.6921,-9999.0000,24.2513,0.3183,4527930.0000,-10110
466.0392,2140.7000,-9999.0000,24.2644,0.3183,4528040.0000,-10110
466.1916,2140.6997,-9999.0000,24.2654,0.3183,4528160.0000,-10110
466.344,2140.7000,-9999.0000,24.2533,0.3183,4528290.0000,-10110
466.4964,2140.7979,-9999.0000,23.9573,0.3183,4528610.0000,-10110
466.6488,2140.8000,-9999.0000,23.9500,0.3183,4528730.0000,-10110
466.8012,2140.8000,-9999.0000,23.9500,0.3182,4528840.0000,-10110
466.9536,2140.8000,-9999.0000,23.9570,0.3182,4528960.0000,-10110
467.106,2140.8040,-9999.0000,24.2431,0.3182,4529080.0000,-10101.5566
467.2584,2140.9001,-9999.0000,24.2500,0.3182,4529400.0000,-9860.8965
467.4108,2140.9000,-9999.0000,24.2500,0.3182,4529530.0000,-9209.0244
467.5632,2140.9000,-9999.0000,24.0090,0.3182,4529650.0000,-9171.8408
467.7156,2140.9092,-9999.0000,21.3745,0.3182,4529760.0000,-9171.8398
467.868,2140.9912,-9999.0000,20.0852,0.3182,4530070.0000,-9171.8398
468.0204,2141.0000,-9999.0000,19.3231,0.3181,4530210.0000,-9171.8398
468.1728,2141.0000,-9999.0000,18.6412,0.3181,4530330.0000,-9171.8398
468.3252,2141.0000,-9999.0000,18.5500,0.3181,4530450.0000,-9171.8398
468.4776,2141.0146,-9999.0000,18.6400,0.3181,4530560.0000,-9171.8398
468.63,2141.0840,-9999.0000,19.3977,0.3181,4530850.0000,-9171.8408
468.7824,2141.1000,-9999.0000,20.9716,0.3181,4531010.0000,-9171.8398
468.9348,2141.1000,-9999.0000,21.5769,0.3181,4531130.0000,-9171.8398
469.0872,2141.1201,-9999.0000,21.9369,0.3180,4531250.0000,-9171.8398
469.2396,2141.1851,-9999.0000,22.1190,0.3180,4531530.0000,-9171.8398
469.392,2141.2000,-9999.0000,22.1500,0.3180,4531700.0000,-9171.8398
469.5444,2141.2000,-9999.0000,22.0695,0.3180,4531810.0000,-9171.8398
469.6968,2141.2000,-9999.0000,21.7966,0.3180,4531930.0000,-9171.8398
469.8492,2141.2229,-9999.0000,21.5948,0.3180,4532050.0000,-9171.8408
470.0016,2141.2803,-9999.0000,21.5500,0.3180,4532310.0000,-9171.8398
470.154,2141.3000,-9999.0000,21.5500,0.3179,4532500.0000,-9171.8398
470.3064,2141.3000,-9999.0000,21.7612,0.3179,4532620.0000,-9171.8398
470.4588,2141.3237,-9999.0000,22.5087,0.3179,4532740.0000,-9171.8398
470.6112,2141.3762,-9999.0000,23.5652,0.3179,4532980.0000,-9171.8398
470.7636,2141.4000,-9999.0000,24.6605,0.3179,4533180.0000,-9171.8398
470.916,2141.4000,-9999.0000,26.3725,0.3179,4533300.0000,-9171.8398
471.0684,2141.4000,-9999.0000,29.0011,0.3179,4533420.0000,-9171.8398
471.2208,2141.4233,-9999.0000,31.2206,0.3178,4533540.0000,-9171.8398
471.3732,2141.4744,-9999.0000,32.3281,0.3178,4533770.0000,-5788.7617
471.5256,2141.5000,-9999.0000,32.8504,0.3178,4534100.0000,5078.3677
471.678,2141.5000,-9999.0000,33.3244,0.3178,4534220.0000,16462.9141
471.8304,2141.5269,-9999.0000,33.5500,0.3178,4534440.0000,20322.6992
471.9828,2141.5776,-9999.0000,33.7728,0.3178,4534670.0000,20322.6992
472.1352,2141.6000,-9999.0000,34.2354,0.3178,4534790.0000,20322.6973
472.2876,2141.6000,-9999.0000,34.4500,0.3178,4534900.0000,20322.6992
472.44,2141.6000,-9999.0000,34.7381,0.3177,4535020.0000,20322.6992
472.5924,2141.6245,-9999.0000,35.7977,0.3177,4535220.0000,20322.6992
472.7448,2141.6777,-9999.0000,37.3626,0.3177,4535470.0000,20322.6992
472.8972,2141.7000,-9999.0000,38.8539,0.3177,4535590.0000,20322.6973
473.0496,2141.7000,-9999.0000,40.2570,0.3177,4535710.0000,20322.6992
473.202,2141.7000,-9999.0000,41.6605,0.3177,4535820.0000,20322.7012
473.3544,2141.7209,-9999.0000,43.2946,0.3177,4536010.0000,20322.6992
473.5068,2141.7798,-9999.0000,45.1195,0.3176,4536270.0000,20322.6992
473.6592,2141.8000,-9999.0000,45.8209,0.3176,4536390.0000,20322.6992
473.8116,2141.8003,-9999.0000,45.8860,0.3176,4536510.0000,20322.6992
473.964,2141.8152,-9999.0000,45.8247,0.3176,4536680.0000,20322.7012
474.1164,2141.8821,-9999.0000,45.1374,0.3176,4536960.0000,20322.6992
474.2688,2141.9000,-9999.0000,43.1866,0.3176,4537080.0000,20322.7012
474.4212,2141.9000,-9999.0000,42.3412,0.3176,4537190.0000,20322.6973
474.5736,2141.9000,-9999.0000,42.2500,0.3175,4537310.0000,20322.6992
474.726,2141.9165,-9999.0000,42.6535,0.3175,4537460.0000,20322.6992
474.8784,2141.9883,-9999.0000,45.0384,0.3175,4537760.0000,20322.6992
475.0308,2142.0000,-9999.0000,46.3377,0.3175,4537880.0000,20322.6992
475.1832,2142.0000,-9999.0000,46.4715,0.3175,4538000.0000,20322.6992
475.3356,2142.0090,-9999.0000,46.4175,0.3175,4538140.0000,20322.6992
475.488,2142.0930,-9999.0000,45.8949,0.3175,4538450.0000,20322.7012
475.6404,2142.1000,-9999.0000,45.8500,0.3175,4538560.0000,20698.8301
475.7928,2142.1000,-9999.0000,45.9278,0.3174,4538680.0000,26457.4297
475.9452,2142.1000,-9999.0000,47.5639,0.3174,4538800.0000,29677.7578
476.0976,2142.1000,-9999.0000,49.8064,0.3174,4538920.0000,29774.502
476.25,2142.2000,-9999.0000,51.2500,0.3174,4539250.0000,29774.5
476.4024,2142.2000,-9999.0000,51.2500,0.3174,4539370.0000,29774.502
476.5548,2142.2000,-9999.0000,51.2500,0.3174,4539490.0000,29774.5
476.7072,2142.2043,-9999.0000,51.2500,0.3174,4539610.0000,29774.5
476.8596,2142.2905,-9999.0000,51.2500,0.3173,4539920.0000,29774.5
477.012,2142.3000,-9999.0000,51.2500,0.3173,4540050.0000,29774.5
477.1644,2142.3000,-9999.0000,52.0575,0.3173,4540170.0000,29774.5
477.3168,2142.3000,-9999.0000,60.2066,0.3173,4540290.0000,29774.5
477.4692,2142.3115,-9999.0000,64.6778,0.3173,4540410.0000,29774.5
477.6216,2142.3914,-9999.0000,65.5843,0.3173,4540710.0000,29774.5
477.774,2142.4000,-9999.0000,65.6500,0.3173,4540860.0000,29774.5
477.9264,2142.4000,-9999.0000,65.6500,0.3172,4540980.0000,29774.5
478.0788,2142.4153,-9999.0000,66.4414,0.3172,4541100.0000,29774.5
478.2312,2142.4841,-9999.0000,69.9750,0.3172,4541390.0000,29774.5
478.3836,2142.5000,-9999.0000,70.8021,0.3172,4541540.0000,29774.5
478.536,2142.5000,-9999.0000,71.1632,0.3172,4541660.0000,29774.5
478.6884,2142.5000,-9999.0000,72.1898,0.3172,4541780.0000,29774.5
478.8408,2142.5190,-9999.0000,73.6591,0.3172,4541900.0000,29774.5
478.9932,2142.5786,-9999.0000,74.0500,0.3171,4542170.0000,29774.5
479.1456,2142.6000,-9999.0000,73.5422,0.3171,4542350.0000,29774.5
479.298,2142.6000,-9999.0000,71.5582,0.3171,4542470.0000,29774.5
479.4504,2142.6235,-9999.0000,68.7867,0.3171,4542590.0000,29774.5
479.6028,2142.6804,-9999.0000,65.5467,0.3171,4542840.0000,29774.5
479.7552,2142.7000,-9999.0000,61.8735,0.3171,4543030.0000,29774.5
479.9076,2142.7000,-9999.0000,58.1631,0.3171,4543150.0000,24661.9395
480.06,2142.7000,-9999.0000,55.7718,0.3171,4543270.0000,12203.3398
480.2124,2142.7249,-9999.0000,55.1500,0.3170,4543390.0000,5172.6128
480.3648,2142.7773,-9999.0000,56.9907,0.3170,4543630.0000,4262.1602
480.5172,2142.8000,-9999.0000,62.3456,0.3170,4543840.0000,4262.1602
480.6696,2142.8000,-9999.0000,67.3587,0.3170,4543960.0000,4262.1602
480.822,2142.8000,-9999.0000,69.1053,0.3170,4544080.0000,4262.1602
480.9744,2142.8247,-9999.0000,69.6251,0.3170,4544200.0000,4262.1602
481.1268,2142.8755,-9999.0000,70.3871,0.3170,4544640.0000,4262.1602
481.2792,2142.9000,-9999.0000,70.8995,0.3169,4544760.0000,4262.1602
481.4316,2142.9000,-9999.0000,71.2056,0.3169,4544880.0000,4262.1602
481.584,2142.9224,-9999.0000,71.3500,0.3169,4545090.0000,4262.1602
481.7364,2142.9746,-9999.0000,71.3500,0.3169,4545330.0000,4262.1602
481.8888,2143.0000,-9999.0000,71.3500,0.3169,4545450.0000,4262.1602
482.0412,2143.0000,-9999.0000,71.3500,0.3169,4545560.0000,4262.1602
482.1936,2143.0000,-9999.0000,70.7163,0.3169,4545680.0000,4262.1602
482.346,2143.0256,-9999.0000,69.1872,0.3168,4545880.0000,4262.1602
482.4984,2143.0796,-9999.0000,67.8065,0.3168,4546140.0000,4262.1602
482.6508,2143.1000,-9999.0000,65.7180,0.3168,4546250.0000,4262.1602
482.8032,2143.1000,-9999.0000,62.8306,0.3168,4546370.0000,4262.1602
482.9556,2143.1211,-9999.0000,59.6192,0.3168,4546550.0000,4262.1602
483.108,2143.1802,-9999.0000,58.0855,0.3168,4546820.0000,4262.1602
483.2604,2143.2000,-9999.0000,56.7489,0.3168,4546940.0000,4262.1602
483.4128,2143.2000,-9999.0000,55.5107,0.3167,4547060.0000,4262.1602
483.5652,2143.2000,-9999.0000,52.6349,0.3167,4547180.0000,4262.1602
483.7176,2143.2156,-9999.0000,51.8500,0.3167,4547340.0000,4262.1602
483.87,2143.2839,-9999.0000,51.8500,0.3167,4547630.0000,4262.1602
484.0224,2143.2998,-9999.0000,51.8500,0.3167,4547750.0000,4283.1816
484.1748,2143.3000,-9999.0000,51.9339,0.3167,4547860.0000,6243.0581
484.3272,2143.3169,-9999.0000,52.3741,0.3167,4548020.0000,16023.8311
484.4796,2143.3889,-9999.0000,52.5206,0.3167,4548310.0000,17706
484.632,2143.4000,-9999.0000,52.9879,0.3166,4548430.0000,17706
484.7844,2143.4000,-9999.0000,53.1620,0.3166,4548550.0000,17706
484.9368,2143.4000,-9999.0000,54.2758,0.3166,4548670.0000,17706
485.0892,2143.4094,-9999.0000,55.6515,0.3166,4548800.0000,17706
485.2416,2143.4951,-9999.0000,55.7818,0.3166,4549120.0000,17706
485.394,2143.5000,-9999.0000,56.4428,0.3166,4549240.0000,17706
485.5464,2143.5000,-9999.0000,59.2814,0.3166,4549360.0000,17706
485.6988,2143.5000,-9999.0000,59.3500,0.3165,4549480.0000,17706
485.8512,2143.6000,-9999.0000,59.3453,0.3165,4549810.0000,17706
486.0036,2143.6000,-9999.0000,58.7547,0.3165,4549930.0000,17706
486.156,2143.6000,-9999.0000,58.7500,0.3165,4550050.0000,17706
486.3084,2143.6000,-9999.0000,58.7182,0.3165,4550160.0000,17706
486.4608,2143.6064,-9999.0000,58.1812,0.3165,4550280.0000,17706
486.6132,2143.6907,-9999.0000,58.1500,0.3165,4550600.0000,17705.998
486.7656,2143.7002,-9999.0000,58.1500,0.3164,4550730.0000,17706
486.918,2143.7000,-9999.0000,57.5795,0.3164,4550850.0000,17706
487.0704,2143.7124,-9999.0000,53.2385,0.3164,4550970.0000,17706
487.2228,2143.7917,-9999.0000,52.1031,0.3164,4551270.0000,17706
487.3752,2143.8000,-9999.0000,51.3638,0.3164,4551420.0000,17706
487.5276,2143.8000,-9999.0000,51.2500,0.3164,4551540.0000,17705.998
487.68,2143.8003,-9999.0000,51.6821,0.3164,4551660.0000,17706
487.8324,2143.8174,-9999.0000,53.5271,0.3164,4551780.0000,17706.002
487.9848,2143.8845,-9999.0000,53.9500,0.3163,4552060.0000,17706
488.1372,2143.9000,-9999.0000,53.9500,0.3163,4552230.0000,17706
488.2896,2143.9000,-9999.0000,53.9500,0.3163,4552340.0000,19603.4316
488.442,2143.9000,-9999.0000,54.0711,0.3163,4552460.0000,36454.2656
488.5944,2143.9207,-9999.0000,54.4943,0.3163,4552580.0000,70613.7188
488.7468,2143.9792,-9999.0000,54.7889,0.3163,4552850.0000,81196.1016
488.8992,2144.0000,-9999.0000,54.8500,0.3163,4553040.0000,81196.1016
489.0516,2144.0000,-9999.0000,54.9177,0.3162,4553150.0000,81196.1016
489.204,2144.0215,-9999.0000,55.0840,0.3162,4553270.0000,81196.1016
489.3564,2144.0750,-9999.0000,55.1500,0.3162,4553530.0000,81196.1016
489.5088,2144.1000,-9999.0000,55.6507,0.3162,4553720.0000,81196.1016
489.6612,2144.1000,-9999.0000,56.7628,0.3162,4553840.0000,81196.1016
489.8136,2144.1000,-9999.0000,57.2500,0.3162,4553960.0000,81196.1016
489.966,2144.1265,-9999.0000,56.9542,0.3162,4554080.0000,81196.1016
490.1184,2144.1782,-9999.0000,55.8905,0.3161,4554320.0000,81196.1016
490.2708,2144.2000,-9999.0000,54.3095,0.3161,4554530.0000,81196.1016
490.4232,2144.1997,-9999.0000,52.9624,0.3161,4554650.0000,81196.1016
490.5756,2144.2251,-9999.0000,51.8450,0.3161,4554990.0000,81196.1016
490.728,2144.2761,-9999.0000,50.4107,0.3161,4555220.0000,81196.1016
490.8804,2144.3000,-9999.0000,49.0445,0.3161,4555340.0000,81196.1016
491.0328,2144.2998,-9999.0000,48.3388,0.3161,4555460.0000,81196.1016
491.1852,2144.2998,-9999.0000,48.1773,0.3160,4555580.0000,81196.1016
491.3376,2144.3235,-9999.0000,48.1950,0.3160,4555780.0000,81196.1016
491.49,2144.3760,-9999.0000,48.3051,0.3160,4556030.0000,81196.1016
491.6424,2144.4000,-9999.0000,48.6229,0.3160,4556150.0000,81196.1016
491.7948,2144.4000,-9999.0000,49.0140,0.3160,4556270.0000,81196.1016
491.9472,2144.4258,-9999.0000,49.1500,0.3160,4556460.0000,81196.1016
492.0996,2144.4797,-9999.0000,49.1500,0.3160,4556720.0000,81196.1016
492.252,2144.5000,-9999.0000,48.9804,0.3160,4556830.0000,81196.1016
492.4044,2144.5000,-9999.0000,48.3792,0.3159,4556950.0000,81196.1016
492.5568,2144.5000,-9999.0000,47.4869,0.3159,4557070.0000,80249.9063
492.7092,2144.5220,-9999.0000,46.4405,0.3159,4557250.0000,75082.8203
492.8616,2144.5820,-9999.0000,46.1500,0.3159,4557520.0000,66753.9453
493.014,2144.6000,-9999.0000,46.2047,0.3159,4557640.0000,64503.7969
493.1664,2144.6000,-9999.0000,46.9726,0.3159,4557760.0000,64503.7969
493.3188,2144.6160,-9999.0000,49.5637,0.3159,4557930.0000,64503.8047
493.4712,2144.6846,-9999.0000,51.8568,0.3158,4558210.0000,64503.8047
493.6236,2144.7000,-9999.0000,53.7386,0.3158,4558330.0000,64503.8047
493.776,2144.7000,-9999.0000,54.4710,0.3158,4558450.0000,64503.8047
493.9284,2144.7000,-9999.0000,54.5500,0.3158,4558570.0000,64503.8047
494.0808,2144.7087,-9999.0000,54.2152,0.3158,4558720.0000,64503.8047
494.2332,2144.7898,-9999.0000,51.6932,0.3158,4559020.0000,64503.8047
494.3856,2144.8000,-9999.0000,50.1254,0.3158,4559140.0000,64503.7969
494.538,2144.8000,-9999.0000,49.4934,0.3157,4559260.0000,64503.7969
494.6904,2144.8093,-9999.0000,49.4500,0.3157,4559390.0000,64503.7969
494.8428,2144.8955,-9999.0000,49.5048,0.3157,4559710.0000,64503.8047
494.9952,2144.9000,-9999.0000,50.6228,0.3157,4559830.0000,64503.8047
495.1476,2144.9000,-9999.0000,50.9738,0.3157,4559950.0000,64503.8047
495.3,2144.9000,-9999.0000,52.7504,0.3157,4560070.0000,64503.8047
495.4524,2144.9016,-9999.0000,53.7015,0.3157,4560190.0000,64503.8047
495.6048,2145.0000,-9999.0000,56.9457,0.3156,4560520.0000,64503.8047
495.7572,2145.0000,-9999.0000,58.4495,0.3156,4560640.0000,64503.8047
495.9096,2145.0000,-9999.0000,59.4600,0.3156,4560760.0000,64503.7969
496.062,2145.0073,-9999.0000,60.5632,0.3156,4560880.0000,64503.7969
496.2144,2145.0911,-9999.0000,61.6211,0.3156,4561200.0000,64503.8047
496.3668,2145.1000,-9999.0000,62.5759,0.3156,4561330.0000,64503.8047
496.5192,2145.1000,-9999.0000,63.4542,0.3156,4561450.0000,64503.8047
496.6716,2145.1000,-9999.0000,63.8127,0.3156,4561570.0000,64503.8047
496.824,2145.1128,-9999.0000,63.8500,0.3155,4561690.0000,57268.6328
496.9764,2145.1836,-9999.0000,63.6198,0.3155,4561990.0000,4986.9248
497.1288,2145.2000,-9999.0000,62.4885,0.3155,4562140.0000,-65057.043
497.2812,2145.2000,-9999.0000,62.2628,0.3155,4562260.0000,-77615.5
497.4336,2145.2000,-9999.0000,62.5909,0.3155,4562380.0000,-77615.4922
497.586,2145.2192,-9999.0000,63.8837,0.3155,4562500.0000,-77615.5078
497.7384,2145.2852,-9999.0000,64.3964,0.3155,4562780.0000,-77615.4922
497.8908,2145.3000,-9999.0000,64.4500,0.3154,4562950.0000,-77615.5
498.0432,2145.3000,-9999.0000,64.2654,0.3154,4563070.0000,-77615.5
498.1956,2145.3213,-9999.0000,63.6667,0.3154,4563190.0000,-77615.5
498.348,2145.3796,-9999.0000,63.0823,0.3154,4563460.0000,-77615.5078
498.5004,2145.4000,-9999.0000,62.2363,0.3154,4563640.0000,-77615.5
498.6528,2145.4000,-9999.0000,61.5542,0.3154,4563760.0000,-77615.5
498.8052,2145.4000,-9999.0000,61.3760,0.3154,4563880.0000,-77615.5
498.9576,2145.4231,-9999.0000,61.7485,0.3153,4564000.0000,-77615.5
499.11,2145.4761,-9999.0000,62.6596,0.3153,4564250.0000,-77615.5078
499.2624,2145.5000,-9999.0000,63.1800,0.3153,4564450.0000,-77615.5
499.4148,2145.5000,-9999.0000,63.2500,0.3153,4564570.0000,-77615.5
499.5672,2145.5269,-9999.0000,63.4727,0.3153,4564690.0000,-77615.5
499.7196,2145.5786,-9999.0000,64.0087,0.3153,4564920.0000,-77615.5
499.872,2136.1619,-9999.0000,64.3776,0.3212,4565140.0000,-77615.5
500.0244,2116.9419,-9999.0000,64.4500,0.3332,4421490.0000,-77615.5
500.1768,2107.8000,-9999.0000,64.3000,0.3389,4288850.0000,-77615.5
500.3292,2107.8000,-9999.0000,63.9438,0.3389,4288850.0000,-77615.5
500.4816,2107.8003,-9999.0000,63.3729,0.3389,4288850.0000,-77615.5
500.634,2107.8000,-9999.0000,62.6598,0.3389,4288850.0000,-77615.5
500.7864,2107.8003,-9999.0000,62.0569,0.3389,4288850.0000,-77615.5
500.9388,2107.8000,-9999.0000,61.3595,0.3389,4288850.0000,-77615.5
501.0912,2107.8003,-9999.0000,60.7049,0.3389,4288850.0000,-93583.0859
501.2436,2107.8000,-9999.0000,59.8740,0.3389,4288850.0000,-132379.8125
501.396,2107.8000,-9999.0000,59.0195,0.3389,4288850.0000,-154868.5938
501.5484,2107.8003,-9999.0000,58.3438,0.3389,4288850.0000,-157857
501.7008,2107.8000,-9999.0000,57.3372,0.3389,4288850.0000,-157857
501.8532,2107.8003,-9999.0000,56.2413,0.3389,4288850.0000,-157857
502.0056,2107.9268,-9999.0000,54.3216,0.3388,4290080.0000,-157857.0156
